rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
182	TOP3B	topoisomerase (DNA) III beta	2659	344	0	0	2	0	0	0	2	2	2	2.967985e-03	1	8.860000e-01	2.024128e-02	1
183	RPS3A	ribosomal protein S3A	819	27	0	0	1	0	0	0	1	1	1	2.059918e-02	NaN	NaN	2.059918e-02	1
184	MYO1F	myosin IF	3405	266	0	0	0	0	1	0	1	1	1	2.060530e-02	NaN	NaN	2.060530e-02	1
185	SIDT2	SID1 transmembrane family, member 2	2601	161	0	0	1	0	0	0	1	1	1	2.062179e-02	NaN	NaN	2.062179e-02	1
186	CDH24	cadherin-like 24	2504	341	0	0	0	1	0	0	1	1	1	2.062267e-02	NaN	NaN	2.062267e-02	1
187	EWSR1	Ewing sarcoma breakpoint region 1	2150	122	0	0	0	0	1	0	1	1	1	2.071133e-02	NaN	NaN	2.071133e-02	1
188	LRCH3	leucine-rich repeats and calponin homology (CH) domain containing 3	2213	127	0	0	1	0	0	0	1	1	1	2.086321e-02	NaN	NaN	2.086321e-02	1
189	FAM40B	family with sequence similarity 40, member B	2608	44	0	0	2	0	0	0	2	2	2	3.086942e-03	1	9.680000e-01	2.093124e-02	1
190	PEAR1	platelet endothelial aggregation receptor 1	3202	87	0	0	1	0	0	0	1	1	1	2.108629e-02	NaN	NaN	2.108629e-02	1
191	MPI	mannose phosphate isomerase	1302	103	0	0	0	0	0	1	1	1	1	2.112915e-02	NaN	NaN	2.112915e-02	1
192	TMTC2	transmembrane and tetratricopeptide repeat containing 2	2555	313	0	0	1	0	0	0	1	1	1	2.116793e-02	NaN	NaN	2.116793e-02	1
193	ETV6	ets variant gene 6 (TEL oncogene)	1387	382	0	0	0	0	1	1	2	2	2	3.134474e-03	1	5.240000e-01	2.120564e-02	1
194	CCL20	chemokine (C-C motif) ligand 20	305	45	0	0	1	0	0	0	1	1	1	2.141189e-02	NaN	NaN	2.141189e-02	1
195	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	2627	93	0	0	1	0	0	0	1	1	1	2.168161e-02	NaN	NaN	2.168161e-02	1
196	PA2G4	proliferation-associated 2G4, 38kDa	1233	30	0	0	1	0	0	0	1	1	1	2.173861e-02	NaN	NaN	2.173861e-02	1
197	RNF111	ring finger protein 111	3013	253	0	0	0	1	0	0	1	1	1	2.182058e-02	NaN	NaN	2.182058e-02	1
198	PRODH2	proline dehydrogenase (oxidase) 2	1655	825	0	0	0	1	0	0	1	1	1	2.220140e-02	NaN	NaN	2.220140e-02	1
199	RAB23	RAB23, member RAS oncogene family	738	534	0	0	1	0	0	0	1	1	1	2.221548e-02	NaN	NaN	2.221548e-02	1
200	C10orf28	chromosome 10 open reading frame 28	2361	36	0	0	2	0	0	0	2	2	2	3.336194e-03	1	8.510000e-01	2.236225e-02	1
201	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3	419	11	0	0	1	0	0	0	1	1	1	2.253621e-02	NaN	NaN	2.253621e-02	1
202	SH3BP4	SH3-domain binding protein 4	2904	107	0	0	1	0	0	0	1	1	1	2.263189e-02	NaN	NaN	2.263189e-02	1
203	CCDC150	coiled-coil domain containing 150	3414	193	0	0	0	0	1	0	1	1	1	2.267263e-02	NaN	NaN	2.267263e-02	1
204	C20orf26	chromosome 20 open reading frame 26	3850	9	0	0	0	1	0	0	1	1	1	2.272355e-02	NaN	NaN	2.272355e-02	1
205	LRWD1	leucine-rich repeats and WD repeat domain containing 1	2002	135	0	0	1	0	0	0	1	1	1	2.321364e-02	NaN	NaN	2.321364e-02	1
206	TMEM18	transmembrane protein 18	441	139	0	0	1	0	0	0	1	1	1	2.352303e-02	NaN	NaN	2.352303e-02	1
207	GALNTL4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4	1864	288	0	0	2	0	0	0	2	2	2	3.543244e-03	1	9.950000e-01	2.353675e-02	1
208	TSHZ3	teashirt zinc finger homeobox 3	3252	90	0	0	1	0	0	0	1	1	1	2.358478e-02	NaN	NaN	2.358478e-02	1
209	DDX53	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53	1898	60	0	0	1	0	0	0	1	1	1	2.367623e-02	NaN	NaN	2.367623e-02	1
210	TGFBI	transforming growth factor, beta-induced, 68kDa	2116	35	0	0	1	0	0	0	1	1	1	2.376265e-02	NaN	NaN	2.376265e-02	1
211	LRRC43	leucine rich repeat containing 43	2019	76	0	0	1	0	0	0	1	1	1	2.388492e-02	NaN	NaN	2.388492e-02	1
212	EYA4	eyes absent homolog 4 (Drosophila)	2101	154	0	0	1	0	0	0	1	1	1	2.400004e-02	NaN	NaN	2.400004e-02	1
213	EPGN	epithelial mitogen homolog (mouse)	416	84	0	0	1	0	0	0	1	1	1	2.410500e-02	NaN	NaN	2.410500e-02	1
214	IL1R1	interleukin 1 receptor, type I	1750	174	0	0	1	0	0	0	1	1	1	2.412769e-02	NaN	NaN	2.412769e-02	1
215	HEATR4	HEAT repeat containing 4	3000	64	0	0	1	0	0	0	1	1	1	2.457055e-02	NaN	NaN	2.457055e-02	1
216	PCDHGA10	protocadherin gamma subfamily A, 10	2937	115	0	0	0	0	0	1	1	1	1	2.457245e-02	NaN	NaN	2.457245e-02	1
217	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	245	6	0	0	1	0	0	0	1	1	1	2.460701e-02	NaN	NaN	2.460701e-02	1
218	MPND	MPN domain containing	1558	36	0	0	1	0	0	0	1	1	1	2.482101e-02	NaN	NaN	2.482101e-02	1
219	NRK	Nik related kinase	4861	53	0	0	1	0	0	0	1	1	1	2.501928e-02	NaN	NaN	2.501928e-02	1
220	FAM65A	family with sequence similarity 65, member A	3744	67	0	0	2	0	0	0	2	2	2	3.815769e-03	1	8.530000e-01	2.506431e-02	1
221	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	1550	78	0	0	0	0	1	0	1	1	1	2.517913e-02	NaN	NaN	2.517913e-02	1
222	CLVS2	clavesin 2	1000	59	0	0	1	0	0	0	1	1	1	2.531545e-02	NaN	NaN	2.531545e-02	1
223	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	1649	454	0	0	1	0	0	0	1	1	1	2.543562e-02	NaN	NaN	2.543562e-02	1
224	SAGE1	sarcoma antigen 1	2789	82	0	0	1	0	0	0	1	1	1	2.566682e-02	NaN	NaN	2.566682e-02	1
225	SPDYA	speedy homolog A (Drosophila)	977	123	0	0	1	0	0	0	1	1	1	2.572277e-02	NaN	NaN	2.572277e-02	1
226	KDM3B	lysine (K)-specific demethylase 3B	5378	15	0	0	1	0	0	1	2	2	2	1.555777e-02	1	2.130000e-01	2.616259e-02	1
227	TFAM	transcription factor A, mitochondrial	765	369	0	0	1	0	0	0	1	1	1	2.656616e-02	NaN	NaN	2.656616e-02	1
228	CDH16	cadherin 16, KSP-cadherin	2558	60	0	0	1	0	0	0	1	1	1	2.657014e-02	NaN	NaN	2.657014e-02	1
229	KLHL18	kelch-like 18 (Drosophila)	1761	39	0	0	1	0	0	0	1	1	1	2.662834e-02	NaN	NaN	2.662834e-02	1
230	C15orf57	chromosome 15 open reading frame 57	601	66	0	0	1	0	0	0	1	1	1	2.674922e-02	NaN	NaN	2.674922e-02	1
231	GNRHR	gonadotropin-releasing hormone receptor	995	30	0	0	1	0	0	0	1	1	1	2.681166e-02	NaN	NaN	2.681166e-02	1
232	NPAS4	neuronal PAS domain protein 4	2437	84	0	0	1	0	0	0	1	1	1	2.729749e-02	NaN	NaN	2.729749e-02	1
233	BICD1	bicaudal D homolog 1 (Drosophila)	2966	131	0	0	1	0	0	0	1	1	1	2.735446e-02	NaN	NaN	2.735446e-02	1
234	CALR	calreticulin	1288	1000	0	0	0	0	0	2	2	2	2	4.234729e-03	1	3.650000e-01	2.737513e-02	1
235	PDCD2L	programmed cell death 2-like	1105	13	0	0	2	0	0	0	2	2	2	4.196837e-02	1	9.200000e-02	2.739741e-02	1
236	FAM115A	family with sequence similarity 115, member A	2798	265	0	0	1	0	0	0	1	1	1	2.758747e-02	NaN	NaN	2.758747e-02	1
237	DOCK10	dedicator of cytokinesis 10	6781	116	0	0	1	0	0	0	1	1	1	2.763531e-02	NaN	NaN	2.763531e-02	1
238	SLC6A20	solute carrier family 6 (proline IMINO transporter), member 20	1819	133	0	0	1	0	0	0	1	1	1	2.769103e-02	NaN	NaN	2.769103e-02	1
239	ACVR2B	activin A receptor, type IIB	1581	371	0	0	1	0	0	0	1	1	1	2.784034e-02	NaN	NaN	2.784034e-02	1
240	PCDHB6	protocadherin beta 6	2385	145	0	0	1	0	0	0	1	1	1	2.804066e-02	NaN	NaN	2.804066e-02	1
241	EXD1	exonuclease 3'-5' domain containing 1	1581	11	0	0	0	1	0	0	1	1	1	2.808670e-02	NaN	NaN	2.808670e-02	1
242	CXorf58	chromosome X open reading frame 58	1031	468	0	0	0	1	0	0	1	1	1	2.817000e-02	NaN	NaN	2.817000e-02	1
243	LIMS2	LIM and senescent cell antigen-like domains 2	1217	125	0	0	1	0	0	0	1	1	1	2.817275e-02	NaN	NaN	2.817275e-02	1
244	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3	1073	216	0	0	1	0	0	0	1	1	1	2.848665e-02	NaN	NaN	2.848665e-02	1
245	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	239	44	0	0	1	0	0	0	1	1	1	2.861862e-02	NaN	NaN	2.861862e-02	1
246	BCORL1	BCL6 co-repressor-like 1	5410	15	0	0	0	0	0	1	1	1	1	2.862700e-02	NaN	NaN	2.862700e-02	1
247	NXF3	nuclear RNA export factor 3	1674	12	0	0	0	0	1	0	1	1	1	2.915940e-02	NaN	NaN	2.915940e-02	1
248	FNIP2	folliculin interacting protein 2	3409	128	0	0	1	0	0	0	1	1	1	2.941547e-02	NaN	NaN	2.941547e-02	1
249	BRPF1	bromodomain and PHD finger containing, 1	3715	82	0	0	1	0	0	0	1	1	1	2.943132e-02	NaN	NaN	2.943132e-02	1
250	C7	complement component 7	2600	550	0	0	0	0	0	1	1	1	1	2.950094e-02	NaN	NaN	2.950094e-02	1
251	DOCK8	dedicator of cytokinesis 8	6690	4	0	0	0	0	0	1	1	1	1	2.963270e-02	NaN	NaN	2.963270e-02	1
252	GSTK1	glutathione S-transferase kappa 1	875	815	0	0	2	0	0	0	2	2	2	7.423140e-03	1	5.600000e-01	2.996629e-02	1
253	TBC1D4	TBC1 domain family, member 4	3977	122	0	0	1	0	0	0	1	1	1	3.013418e-02	NaN	NaN	3.013418e-02	1
254	ELMOD1	ELMO/CED-12 domain containing 1	1049	24	0	0	1	0	0	0	1	1	1	3.021278e-02	NaN	NaN	3.021278e-02	1
255	LAS1L	LAS1-like (S. cerevisiae)	2259	335	0	0	1	0	0	0	1	1	1	3.026148e-02	NaN	NaN	3.026148e-02	1
256	ADRBK1	adrenergic, beta, receptor kinase 1	2150	8	0	0	0	0	1	0	1	1	1	3.032653e-02	NaN	NaN	3.032653e-02	1
257	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	2323	187	0	0	0	0	1	0	1	1	1	3.043299e-02	NaN	NaN	3.043299e-02	1
258	ZNF37A	zinc finger protein 37A	1702	313	0	0	1	0	0	0	1	1	1	3.091896e-02	NaN	NaN	3.091896e-02	1
259	MEPE	matrix, extracellular phosphoglycoprotein with ASARM motif (bone)	1590	222	0	0	1	0	0	0	1	1	1	3.106102e-02	NaN	NaN	3.106102e-02	1
260	FBXO11	F-box protein 11	2960	262	0	0	0	0	0	1	1	1	1	3.117478e-02	NaN	NaN	3.117478e-02	1
261	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	2469	128	0	0	0	0	1	0	1	1	1	3.135440e-02	NaN	NaN	3.135440e-02	1
262	SPATS2L	spermatogenesis associated, serine-rich 2-like	1721	1000	0	0	1	0	0	0	1	1	1	3.148342e-02	NaN	NaN	3.148342e-02	1
263	ZMYND10	zinc finger, MYND-type containing 10	1367	101	0	0	1	0	0	0	1	1	1	3.151788e-02	NaN	NaN	3.151788e-02	1
264	TCHHL1	trichohyalin-like 1	2723	113	0	0	1	0	0	0	1	1	1	3.182698e-02	NaN	NaN	3.182698e-02	1
265	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	548	23	0	0	1	0	0	0	1	1	1	3.188769e-02	NaN	NaN	3.188769e-02	1
266	ARHGAP18	Rho GTPase activating protein 18	2050	171	0	0	0	0	0	1	1	1	1	3.203559e-02	NaN	NaN	3.203559e-02	1
267	ARHGAP35	glucocorticoid receptor DNA binding factor 1	4520	51	0	0	1	0	0	0	1	1	1	3.205670e-02	NaN	NaN	3.205670e-02	1
268	TPRG1	tumor protein p63 regulated 1	848	65	0	0	1	0	0	0	1	1	1	3.218340e-02	NaN	NaN	3.218340e-02	1
269	PRAMEF2	PRAME family member 2	1437	65	0	0	2	0	0	0	2	2	2	3.011588e-02	1	1.120000e-01	3.228314e-02	1
270	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	1587	487	0	0	1	0	0	0	1	1	1	3.275078e-02	NaN	NaN	3.275078e-02	1
271	ARHGAP5	Rho GTPase activating protein 5	4529	30	0	0	1	0	0	0	1	1	1	3.278914e-02	NaN	NaN	3.278914e-02	1
272	ASXL2	additional sex combs like 2 (Drosophila)	4352	19	0	0	0	0	0	1	1	1	1	3.308591e-02	NaN	NaN	3.308591e-02	1
273	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	1239	290	0	0	1	0	0	0	1	1	1	3.317215e-02	NaN	NaN	3.317215e-02	1
274	PLEKHH1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	4207	160	0	0	2	0	0	0	2	2	2	1.051797e-02	1	3.900000e-01	3.340810e-02	1
275	LCE1B	late cornified envelope 1B	357	170	0	0	0	1	0	0	1	1	1	3.352572e-02	NaN	NaN	3.352572e-02	1
276	PMPCB	peptidase (mitochondrial processing) beta	1520	80	0	0	1	0	0	0	1	1	1	3.382870e-02	NaN	NaN	3.382870e-02	1
277	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	1853	213	0	0	1	0	0	0	1	1	1	3.383865e-02	NaN	NaN	3.383865e-02	1
278	C2orf89		1393	303	0	0	1	0	0	0	1	1	1	3.389422e-02	NaN	NaN	3.389422e-02	1
279	ATP11B	ATPase, class VI, type 11B	3650	300	0	0	1	0	0	0	1	1	1	3.407453e-02	NaN	NaN	3.407453e-02	1
280	ZNF502	zinc finger protein 502	1643	63	0	0	1	0	0	0	1	1	1	3.432638e-02	NaN	NaN	3.432638e-02	1
281	PARP6	poly (ADP-ribose) polymerase family, member 6	1977	79	0	0	1	0	0	0	1	1	1	3.436195e-02	NaN	NaN	3.436195e-02	1
282	BUB3	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	1025	368	0	0	1	0	0	0	1	1	1	3.441696e-02	NaN	NaN	3.441696e-02	1
283	C20orf24	chromosome 20 open reading frame 24	574	138	0	0	1	0	0	0	1	1	1	3.452039e-02	NaN	NaN	3.452039e-02	1
284	SELENBP1	selenium binding protein 1	1465	283	0	0	1	0	0	0	1	1	1	3.456331e-02	NaN	NaN	3.456331e-02	1
285	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	1608	1000	0	0	1	0	0	0	1	1	1	3.468569e-02	NaN	NaN	3.468569e-02	1
286	CEP170	centrosomal protein 170kDa	4861	6	0	0	0	0	0	1	1	1	1	3.562903e-02	NaN	NaN	3.562903e-02	1
287	PLXND1	plexin D1	5920	95	0	0	0	0	0	1	1	1	1	3.570363e-02	NaN	NaN	3.570363e-02	1
288	HK1	hexokinase 1	3006	73	0	0	1	0	0	0	1	1	1	3.579755e-02	NaN	NaN	3.579755e-02	1
289	SLC30A6	solute carrier family 30 (zinc transporter), member 6	1440	194	0	0	1	0	0	0	1	1	1	3.604050e-02	NaN	NaN	3.604050e-02	1
290	PDK4	pyruvate dehydrogenase kinase, isozyme 4	1276	1000	0	0	1	0	0	0	1	1	1	3.612343e-02	NaN	NaN	3.612343e-02	1
291	IPO7	importin 7	3213	186	0	0	1	0	0	0	1	1	1	3.627620e-02	NaN	NaN	3.627620e-02	1
292	E2F8	E2F transcription factor 8	2648	29	0	0	1	1	0	0	2	2	2	5.926517e-03	1	9.380000e-01	3.631959e-02	1
293	FCHSD1	FCH and double SH3 domains 1	2151	244	0	0	0	0	1	0	1	1	1	3.634453e-02	NaN	NaN	3.634453e-02	1
294	ZC3HC1	zinc finger, C3HC-type containing 1	1547	705	0	0	1	0	0	0	1	1	1	3.656564e-02	NaN	NaN	3.656564e-02	1
295	ELF4	E74-like factor 4 (ets domain transcription factor)	2020	198	0	0	1	0	0	0	1	1	1	3.769548e-02	NaN	NaN	3.769548e-02	1
296	DCLK1	doublecortin-like kinase 1	2258	45	0	0	2	0	0	0	2	2	2	6.208716e-03	1	6.020000e-01	3.776018e-02	1
297	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	4592	24	0	0	0	1	0	0	1	1	1	3.779400e-02	NaN	NaN	3.779400e-02	1
298	RGL1	ral guanine nucleotide dissociation stimulator-like 1	2484	340	0	0	1	0	0	0	1	1	1	3.794926e-02	NaN	NaN	3.794926e-02	1
299	BMPER	BMP binding endothelial regulator	2114	278	0	0	2	0	0	0	2	2	2	6.301553e-03	1	9.640000e-01	3.823126e-02	1
300	OR5W2	olfactory receptor, family 5, subfamily W, member 2	931	110	0	0	1	0	0	0	1	1	1	3.839569e-02	NaN	NaN	3.839569e-02	1
301	ZNF486	zinc finger protein 486	1408	366	0	0	1	0	0	0	1	1	1	3.914988e-02	NaN	NaN	3.914988e-02	1
302	TROAP	trophinin associated protein (tastin)	2493	45	0	0	1	0	0	0	1	1	1	3.921570e-02	NaN	NaN	3.921570e-02	1
303	CAMK1G	calcium/calmodulin-dependent protein kinase IG	1479	1000	0	0	1	0	0	0	1	1	1	3.927062e-02	NaN	NaN	3.927062e-02	1
304	SMAD9	SMAD family member 9	1424	462	0	0	1	0	0	0	1	1	1	3.929446e-02	NaN	NaN	3.929446e-02	1
305	PLEKHG2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	4233	42	0	0	1	0	0	0	1	1	1	3.935681e-02	NaN	NaN	3.935681e-02	1
306	OR8B12	olfactory receptor, family 8, subfamily B, member 12	931	17	0	1	1	0	0	0	1	1	1	3.993385e-02	NaN	NaN	3.993385e-02	1
307	PLOD1	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	2258	82	0	0	1	0	0	0	1	1	1	4.017717e-02	NaN	NaN	4.017717e-02	1
308	ATF7IP	activating transcription factor 7 interacting protein	3869	129	0	0	0	0	0	1	1	1	1	4.034139e-02	NaN	NaN	4.034139e-02	1
309	GJB3	gap junction protein, beta 3, 31kDa	817	1000	0	0	1	1	0	0	2	2	2	6.736123e-03	1	8.950000e-01	4.041856e-02	1
310	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	1623	181	0	0	0	1	0	0	1	1	1	4.053986e-02	NaN	NaN	4.053986e-02	1
311	DLC1	deleted in liver cancer 1	4732	75	0	0	2	0	0	0	2	2	2	6.767430e-03	1	7.850000e-01	4.057503e-02	1
312	KSR2	kinase suppressor of ras 2	2844	141	0	0	1	0	0	0	1	1	1	4.066037e-02	NaN	NaN	4.066037e-02	1
313	LAMA1	laminin, alpha 1	9478	19	0	0	0	1	0	0	1	1	1	4.089978e-02	NaN	NaN	4.089978e-02	1
314	DCTD	dCMP deaminase	590	180	0	0	1	0	0	0	1	1	1	4.114418e-02	NaN	NaN	4.114418e-02	1
315	TCTE3	t-complex-associated-testis-expressed 3	613	14	0	0	1	0	0	0	1	1	1	4.122704e-02	NaN	NaN	4.122704e-02	1
316	OR5AS1	olfactory receptor, family 5, subfamily AS, member 1	973	308	0	0	1	0	0	0	1	1	1	4.124450e-02	NaN	NaN	4.124450e-02	1
317	STEAP1	six transmembrane epithelial antigen of the prostate 1	1038	739	0	0	1	0	0	0	1	1	1	4.135180e-02	NaN	NaN	4.135180e-02	1
318	ZNF260	zinc finger protein 260	1239	271	0	0	1	0	0	0	1	1	1	4.141728e-02	NaN	NaN	4.141728e-02	1
319	EPHA2	EPH receptor A2	2995	72	0	0	1	0	0	0	1	1	1	4.154517e-02	NaN	NaN	4.154517e-02	1
320	FRZB	frizzled-related protein	998	422	0	0	1	0	0	0	1	1	1	4.159624e-02	NaN	NaN	4.159624e-02	1
321	SETBP1	SET binding protein 1	4998	52	0	0	2	0	0	0	2	2	2	6.999510e-03	1	4.400000e-02	4.173048e-02	1
322	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	3388	51	0	0	1	0	0	0	1	1	1	4.182169e-02	NaN	NaN	4.182169e-02	1
323	BAIAP2L1	BAI1-associated protein 2-like 1	1588	414	0	0	1	0	0	0	1	1	1	4.197338e-02	NaN	NaN	4.197338e-02	1
324	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	1572	15	0	0	1	0	0	0	1	1	1	4.202932e-02	NaN	NaN	4.202932e-02	1
325	TMEM55A	transmembrane protein 55A	798	558	0	0	1	0	0	0	1	1	1	4.208850e-02	NaN	NaN	4.208850e-02	1
326	DRD2	dopamine receptor D2	1360	42	0	1	1	0	1	0	2	2	2	1.313314e-02	1	4.800000e-01	4.218830e-02	1
327	C11orf70	chromosome 11 open reading frame 70	710	382	0	0	1	0	0	0	1	1	1	4.231189e-02	NaN	NaN	4.231189e-02	1
328	C13orf18	chromosome 13 open reading frame 18	2037	163	0	0	1	0	0	0	1	1	1	4.232094e-02	NaN	NaN	4.232094e-02	1
329	SCARB1	scavenger receptor class B, member 1	1698	647	0	0	1	0	0	0	1	1	1	4.236373e-02	NaN	NaN	4.236373e-02	1
330	FSD2	fibronectin type III and SPRY domain containing 2	2300	206	0	0	1	0	0	0	1	1	1	4.238706e-02	NaN	NaN	4.238706e-02	1
331	USP48	ubiquitin specific peptidase 48	3218	307	0	0	0	1	0	0	1	1	1	4.243526e-02	NaN	NaN	4.243526e-02	1
332	STRN	striatin, calmodulin binding protein	2413	83	0	0	1	0	0	0	1	1	1	4.282636e-02	NaN	NaN	4.282636e-02	1
333	FKTN	fukutin	1422	753	0	0	0	0	1	0	1	1	1	4.282801e-02	NaN	NaN	4.282801e-02	1
334	RCC2	regulator of chromosome condensation 2	1619	454	0	0	0	0	1	0	1	1	1	4.346124e-02	NaN	NaN	4.346124e-02	1
335	GPX2	glutathione peroxidase 2 (gastrointestinal)	579	646	0	0	1	0	0	0	1	1	1	4.351914e-02	NaN	NaN	4.351914e-02	1
336	SHQ1	SHQ1 homolog (S. cerevisiae)	1774	99	0	0	1	0	0	0	1	1	1	4.404545e-02	NaN	NaN	4.404545e-02	1
337	RBM41	RNA binding motif protein 41	1275	55	0	0	1	0	0	0	1	1	1	4.409760e-02	NaN	NaN	4.409760e-02	1
338	NCOA7	nuclear receptor coactivator 7	2889	57	0	0	1	0	0	0	1	1	1	4.413443e-02	NaN	NaN	4.413443e-02	1
339	ATG4C	ATG4 autophagy related 4 homolog C (S. cerevisiae)	1417	500	0	0	1	0	0	0	1	1	1	4.441452e-02	NaN	NaN	4.441452e-02	1
340	KRTAP10-8	keratin associated protein 10-8	784	1000	0	0	1	0	0	0	1	1	1	4.448781e-02	NaN	NaN	4.448781e-02	1
341	KRT20	keratin 20	1305	1000	0	0	1	0	0	0	1	1	1	4.472325e-02	NaN	NaN	4.472325e-02	1
342	CKAP4	cytoskeleton-associated protein 4	1815	1000	0	0	1	0	0	0	1	1	1	4.503390e-02	NaN	NaN	4.503390e-02	1
343	SECISBP2L	SECIS binding protein 2-like	3235	63	0	0	1	0	0	0	1	1	1	4.508327e-02	NaN	NaN	4.508327e-02	1
344	OSTalpha	solute carrier family 51, alpha subunit	1055	614	0	0	1	0	0	0	1	1	1	4.510582e-02	NaN	NaN	4.510582e-02	1
345	CSF3R	colony stimulating factor 3 receptor (granulocyte)	2761	40	0	0	1	0	0	0	1	1	1	4.521303e-02	NaN	NaN	4.521303e-02	1
346	DBX2	developing brain homeobox 2	1032	603	0	0	1	0	0	0	1	1	1	4.551060e-02	NaN	NaN	4.551060e-02	1
347	TMCO5A	transmembrane and coiled-coil domains 5A	907	251	0	0	1	0	0	0	1	1	1	4.562805e-02	NaN	NaN	4.562805e-02	1
348	TSPAN2	tetraspanin 2	696	139	0	0	0	0	1	0	1	1	1	4.595455e-02	NaN	NaN	4.595455e-02	1
349	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	1714	571	0	0	1	0	0	0	1	1	1	4.621997e-02	NaN	NaN	4.621997e-02	1
350	TNNC2	troponin C type 2 (fast)	505	66	0	0	1	0	0	0	1	1	1	4.653617e-02	NaN	NaN	4.653617e-02	1
351	OR7D4	olfactory receptor, family 7, subfamily D, member 4	939	331	0	0	1	0	0	0	1	1	1	4.668103e-02	NaN	NaN	4.668103e-02	1
352	RSRC2	arginine/serine-rich coiled-coil 2	1377	166	0	0	1	0	0	0	1	1	1	4.673079e-02	NaN	NaN	4.673079e-02	1
353	TPH1	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase)	1373	371	0	0	0	1	0	0	1	1	1	4.674547e-02	NaN	NaN	4.674547e-02	1
354	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	3335	98	0	0	1	0	0	0	1	1	1	4.679666e-02	NaN	NaN	4.679666e-02	1
355	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	1018	532	0	0	1	0	0	0	1	1	1	4.682990e-02	NaN	NaN	4.682990e-02	1
356	GLIS3	GLIS family zinc finger 3	2833	193	0	0	1	0	0	0	1	1	1	4.691399e-02	NaN	NaN	4.691399e-02	1
357	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	1149	209	0	0	1	0	0	0	1	1	1	4.718874e-02	NaN	NaN	4.718874e-02	1
358	ZBTB33	zinc finger and BTB domain containing 33	2023	43	0	0	2	0	0	0	2	2	2	2.108293e-02	1	1.180000e-01	4.759575e-02	1
359	PCDHA1	protocadherin alpha 1	2893	19	0	0	1	0	0	0	1	1	1	4.760015e-02	NaN	NaN	4.760015e-02	1
360	BTBD16	BTB (POZ) domain containing 16	1583	1000	0	0	0	0	1	0	1	1	1	4.779899e-02	NaN	NaN	4.779899e-02	1
361	FZD1	frizzled homolog 1 (Drosophila)	1944	220	0	0	1	0	0	0	1	1	1	4.793266e-02	NaN	NaN	4.793266e-02	1
362	GCLM	glutamate-cysteine ligase, modifier subunit	849	501	0	0	1	0	0	0	1	1	1	4.795355e-02	NaN	NaN	4.795355e-02	1
363	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1	1333	620	0	0	1	0	0	0	1	1	1	4.814995e-02	NaN	NaN	4.814995e-02	1
364	NUP93	nucleoporin 93kDa	2544	116	0	0	1	0	0	0	1	1	1	4.853348e-02	NaN	NaN	4.853348e-02	1
365	OR4Q3	olfactory receptor, family 4, subfamily Q, member 3	940	474	0	0	1	0	0	0	1	1	1	4.855937e-02	NaN	NaN	4.855937e-02	1
366	CNTLN	centlein, centrosomal protein	4351	7	0	0	0	1	0	0	1	1	1	4.859414e-02	NaN	NaN	4.859414e-02	1
367	C8orf84		811	189	0	0	1	0	0	0	1	1	1	4.881868e-02	NaN	NaN	4.881868e-02	1
368	PUS1	pseudouridylate synthase 1	1304	153	0	0	1	0	0	0	1	1	1	4.883795e-02	NaN	NaN	4.883795e-02	1
369	PCDHA4	protocadherin alpha 4	2866	19	0	0	1	0	0	0	1	1	1	4.893928e-02	NaN	NaN	4.893928e-02	1
